"simDir","species","averageMaxBiomassTarget","spAnppMultiplier","spBiomassMultiplier","maxBiomassMultiplier","spinupMortalityFraction"
"264","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.9,0.01
"265","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.9,0.01
"266","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.9,0.01
"267","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.9,0.01
"268","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.9,0.01
"269","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.9,0.01
"270","ABIE.BAL",0.18,1,1,1,0.01
"271","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,1,0.01
"272","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,1,0.01
"273","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,1,0.01
"274","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,1,0.01
"275","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,1,0.01
"276","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,1,0.01
"277","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,1,0.01
"278","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,1,0.01
"279","ABIE.BAL",1,5.65748543254146,5.65748543254146,1,0.01
"280","ABIE.BAL",0.18,1,1,0.4,0.018
"281","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.4,0.018
"282","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.4,0.018
"283","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.4,0.018
"284","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.4,0.018
"285","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.4,0.018
"286","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.4,0.018
"287","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.4,0.018
"288","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.4,0.018
"289","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.4,0.018
"290","ABIE.BAL",0.18,1,1,0.5,0.018
"291","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.5,0.018
"292","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.5,0.018
"293","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.5,0.018
"294","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.5,0.018
"295","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.5,0.018
"296","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.5,0.018
"297","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.5,0.018
"298","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.5,0.018
"299","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.5,0.018
"300","ABIE.BAL",0.18,1,1,0.6,0.018
"301","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.6,0.018
"302","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.6,0.018
"303","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.6,0.018
"304","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.6,0.018
"305","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.6,0.018
"306","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.6,0.018
"307","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.6,0.018
"308","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.6,0.018
"309","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.6,0.018
"310","ABIE.BAL",0.18,1,1,0.7,0.018
"311","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.7,0.018
"312","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.7,0.018
"313","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.7,0.018
"314","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.7,0.018
"315","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.7,0.018
"316","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.7,0.018
"317","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.7,0.018
"318","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.7,0.018
"319","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.7,0.018
"320","ABIE.BAL",0.18,1,1,0.8,0.018
"321","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.8,0.018
"322","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.8,0.018
"323","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.8,0.018
"324","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.8,0.018
"325","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.8,0.018
"326","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.8,0.018
"327","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.8,0.018
"328","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.8,0.018
"329","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.8,0.018
"330","ABIE.BAL",0.18,1,1,0.9,0.018
"331","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.9,0.018
"332","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.9,0.018
"333","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.9,0.018
"334","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.9,0.018
"335","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.9,0.018
"336","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.9,0.018
"337","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.9,0.018
"338","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.9,0.018
"339","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.9,0.018
"340","ABIE.BAL",0.18,1,1,1,0.018
"341","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,1,0.018
"342","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,1,0.018
"343","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,1,0.018
"344","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,1,0.018
"345","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,1,0.018
"346","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,1,0.018
"347","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,1,0.018
"348","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,1,0.018
"349","ABIE.BAL",1,5.65748543254146,5.65748543254146,1,0.018
"350","ABIE.BAL",0.18,1,1,0.4,0.025
"351","ABIE.BAL",0.2,1.13149708650829,1.13149708650829,0.4,0.025
"352","ABIE.BAL",0.3,1.69724562976244,1.69724562976244,0.4,0.025
"353","ABIE.BAL",0.4,2.26299417301658,2.26299417301658,0.4,0.025
"354","ABIE.BAL",0.5,2.82874271627073,2.82874271627073,0.4,0.025
"355","ABIE.BAL",0.6,3.39449125952488,3.39449125952488,0.4,0.025
"356","ABIE.BAL",0.7,3.96023980277902,3.96023980277902,0.4,0.025
"357","ABIE.BAL",0.8,4.52598834603317,4.52598834603317,0.4,0.025
"358","ABIE.BAL",0.9,5.09173688928732,5.09173688928732,0.4,0.025
"359","ABIE.BAL",1,5.65748543254146,5.65748543254146,0.4,0.025
